code,name
A0AQN,Giant clam (as animal)
A0AQP,Elongate giant clam (as animal)
A0AQQ,Giant Sulcate Venus (as animal)
A0AQR,Sunray venus (as animal)
A0AQS,Glory-of-the-seas Venus (as animal)
A0AQT,Taca clam (as animal)
A0AQV,Stutchbury's venus (as animal)
A0AQX,Pacific littleneck clam (as animal)
A0AQY,Rough littleneck (as animal)
A0AQZ,Thin-shelled littleneck (as animal)
A0AR0,Japan venus (as animal)
A0AR1,Cultellus (generic) (as animal)
A0AR2,Apolymetis (generic) (as animal)
A0AR3,Macoma (generic) (as animal)
A0AR4,Baltic Macoma (as animal)
A0AR5,Polymesoda (generic) (as animal)
A0AR6,Milky Venus (as animal)
A0AR7,Northern quahog(=Hard clam) (as animal)
A0AR8,Ocean quahog (as animal)
A0AR9,Orcutt Nakedclam (as animal)
A0ARA,Chamber venus (as animal)
A0ARB,Peruvian Clam (as animal)
A0ARC,Petricola (generic) (as animal)
A0ARD,Pitar (generic) (as animal)
A0ARE,Rostrate pitar (as animal)
A0ARF,Anomalocardia (generic) (as animal)
A0ARG,Purple amiantis (as animal)
A0ARH,Bean solen (as animal)
A0ARJ,Pacific razor clam (as animal)
A0ARK,Grand razor shell (as animal)
A0ARL,Cape razor clam (as animal)
A0ARM,Rostrate jackknife (as animal)
A0ARN,Chilean semele (as animal)
A0ARP,Ensis razor clams (generic) (as animal)
A0ARQ,Arched razor shell (as animal)
A0ARR,Atl.jackknife(=Atl.razor clam) (as animal)
A0ARS,Giant jackknife (as animal)
A0ART,Minor jackknife (as animal)
A0ARV,Pod razor shell (as animal)
A0ARX,Sword razor shell (as animal)
A0ARY,Sanguinolaria (generic) (as animal)
A0ARZ,Semeles (generic) (as animal)
A0AS0,Smooth Venus (as animal)
A0AS1,Smooth callista (as animal)
A0AS2,Southern hardshell clam (as animal)
A0AS3,King's littleneck (as animal)
A0AS4,Striped venus (as animal)
A0AS5,Texas Venus (as animal)
A0AS6,Short neck clams (generic) (as animal)
A0AS7,Textile venus (as animal)
A0AS8,Undulate venus (as animal)
A0AS9,Triangular tivela (as animal)
A0ASA,Chione (generic) (as animal)
A0ASB,Banded carpet shell (as animal)
A0ASC,Golden carpet shell (as animal)
A0ASD,Pullet carpet shell (as animal)
A0ASE,Decussate venus (as animal)
A0ASF,Turgid venus (as animal)
A0ASG,Lettered venus (as animal)
A0ASH,Warty venus (as animal)
A0ASJ,Venus nux (as animal)
A0ASK,Shell (as animal)
A0ASL,Manila clam (as animal)
A0ASM,Variegated carpet shell (as animal)
A0ASN,Corrugated venus (as animal)
A0ASP,Durable venus (as animal)
A0ASQ,Polititapes durus (as animal)
A0ASR,Butter clams (generic) (as animal)
A0ASS,Macha clam (as animal)
A0AST,White Venus (as animal)
A0ASV,Myidae (as animal)
A0ASX,California softshell Clam (as animal)
A0ASY,Paphies (generic) (as animal)
A0ASZ,Deepwater Tuatua (as animal)
A0AT0,Mactra surf clams (generic) (as animal)
A0AT1,Panamic winged mactra (as animal)
A0AT2,Duckclam (as animal)
A0AT3,Smooth duckclam (as animal)
A0AT4,Channeled Duck Clam (as animal)
A0AT5,Elliptic trough shell (as animal)
A0AT6,Gestreifte Trogmuschel (as animal)
A0AT7,Pacific horse clams (generic) (as animal)
A0AT8,Oblong otter shell (as animal)
A0AT9,Common otter shell (as animal)
A0ATA,Lutraria (generic) (as animal)
A0ATB,Rayed trough shell (as animal)
A0ATC,Rangia (generic) (as animal)
A0ATD,Smooth mactra (as animal)
A0ATE,Trough shells (generic) (as animal)
A0ATF,Atlantic surf clam (as animal)
A0ATG,Fragile Surfclam (as animal)
A0ATH,Arctic surfclam (as animal)
A0ATJ,Solid surf clam (as animal)
A0ATK,Subtruncate surf clam (as animal)
A0ATL,Taquilla clams (as animal)
A0ATM,Oval surf clam (as animal)
A0ATN,Iphigenia (generic) (as animal)
A0ATP,Darina (generic) (as animal)
A0ATQ,Panopea (generic) (as animal)
A0ATR,Pacific geoduck (as animal)
A0ATS,Atlantic Geoduck (as animal)
A0ATT,Limopsis (generic) (as animal)
A0ATV,Codakia (generic) (as animal)
A0ATX,Peppery furrow (as animal)
A0ATY,Pholadidae (as animal)
A0ATZ,Common piddock (as animal)
A0AV0,Pinnidae (as animal)
A0AV1,Noble pen shell (as animal)
A0AV2,Flag pen shell (as animal)
A0AV3,Solecurtus (generic) (as animal)
A0AV4,Tagelus (generic) (as animal)
A0AV5,Dombey's tagelus (as animal)
A0AV6,Tellins (generic) (as animal)
A0AV7,Blunt tellin (as animal)
A0AV8,Scapharca (generic) (as animal)
A0AV9,Antique ark (as animal)
A0AVA,Blood cockle (as animal)
A0AVB,Incongruous ark (as animal)
A0AVC,Grand ark (as animal)
A0AVD,Black ark (as animal)
A0AVE,Barbatia (generic) (as animal)
A0AVF,Bathyark (as animal)
A0AVG,Hairy ark (as animal)
A0AVH,Heavy African ark (as animal)
A0AVJ,Ark clams (generic) (as animal)
A0AVK,Noah's ark (as animal)
A0AVL,Ponderous Ark (as animal)
A0AVM,Turkey wing (as animal)
A0AVN,Giant atlantic cockle (as animal)
A0AVP,Common edible cockle (as animal)
A0AVQ,Costate cockle (as animal)
A0AVR,Cerastoderma (generic) (as animal)
A0AVS,Egg cockles (generic) (as animal)
A0AVT,European prickly cockle (as animal)
A0AVV,Cardiocardita (generic) (as animal)
A0AVX,Greenland smoothcockle (as animal)
A0AVY,Olive green cockle (as animal)
A0AVZ,Oxheart cockle (as animal)
A0AX0,Papercockle (as animal)
A0AX1,Spiny paper cockle (as animal)
A0AX2,Trachycardium (generic) (as animal)
A0AX3,Sand cockle (as animal)
A0AX4,Norwegian egg cockle (as animal)
A0AX5,Spiny cockle (as animal)
A0AX6,Strawberry Cockle (as animal)
A0AX7,True cockles (as animal)
A0AX8,True heart cockle (as animal)
A0AX9,Tuberculate cockle (as animal)
A0AXA,Glycymerididae (as animal)
A0AXB,Glycymeris longior (as animal)
A0AXC,Black bittersweet (as animal)
A0AXD,Common European bittersweet (as animal)
A0AXE,Giant bittersweet (as animal)
A0AXF,Pilose bittersweet (as animal)
A0AXG,Speckled bittersweet (as animal)
A0AXH,Scripta bittersweet (as animal)
A0AXJ,Two-spotted bittersweet (as animal)
A0AXK,Violet bittersweet (as animal)
A0AXL,Vovan bittersweet (as animal)
A0AXM,Adams Mussel (as animal)
A0AXN,Arctic glassy-mussel (as animal)
A0AXP,Green mussel (as animal)
A0AXQ,Blue mussel (as animal)
A0AXR,Californian mussel (as animal)
A0AXS,Chilean mussel (as animal)
A0AXT,Korean mussel (as animal)
A0AXV,Norhtern blue mussel (as animal)
A0AXX,Korean mussel (as animal) (deprecated)
A0AXY,Mediterranean mussel (as animal)
A0AXZ,Australian mussel (as animal)
A0AY0,River Plata mussel (as animal)
A0AY1,Black mussel (as animal)
A0AY2,Corrugate Mussel (as animal)
A0AY3,Discordant Mussel (as animal)
A0AY4,Knife Mussel (as animal)
A0AY5,Lateral Mussel (as animal)
A0AY6,Pygmy Mussel (as animal)
A0AY7,Bifurcate Mussel (as animal)
A0AY8,Semimytilus algosus (as animal)
A0AY9,British Columbia Crenella (as animal)
A0AYA,Cancellate Mussel (as animal)
A0AYB,Chenu Mussel (as animal)
A0AYC,Chestnut Mussel (as animal)
A0AYD,Cholga mussel (as animal)
A0AYE,Choro mussel (as animal)
A0AYF,Date mussels (generic) (as animal)
A0AYG,Elegant Mussel (as animal)
A0AYH,European date mussel (as animal)
A0AYJ,Senhouse horse mussel (as animal)
A0AYK,Guyana swamp mussel (as animal)
A0AYL,Hooked mussel (as animal)
A0AYM,Horse mussels (generic) (as animal)
A0AYN,Northern horse mussel (as animal)
A0AYP,Bearded horse mussel (as animal)
A0AYQ,Brachidontes rodriguezii (as animal)
A0AYR,Brachidontes purpuratus (as animal)
A0AYS,New Zealand mussel (as animal)
A0AYT,Pacific glassy-mussel (as animal)
A0AYV,Papermussel (as animal)
A0AYX,Atlantic ribbed mussel (as animal)
A0AYY,Santo domingo Mussel (as animal)
A0AYZ,Scorched Mussel (as animal)
A0AZ0,South American rock mussel (as animal)
A0AZ1,Southern ribbed-mussel (as animal)
A0AZ2,Spotted Mussel (as animal)
A0AZ3,Taylor Mussel (as animal)
A0AZ4,Varnished Mussel (as animal)
A0AZ5,Yellow Mussel (as animal)
A0AZ6,Mytilopsis (generic) (as animal)
A0AZ7,Crenella (as animal)
A0AZ8,Bean Crenella (as animal)
A0AZ9,Cross-sculpture crenella (as animal)
A0AZA,Fragile Crenella (as animal)
A0AZB,Glandular Crenella (as animal)
A0AZC,Lea Crenella (as animal)
A0AZD,Little-comb Crenella (as animal)
A0AZE,Joking Crenella (as animal)
A0AZF,Partly-sculptured Crenella (as animal)
A0AZG,Spreading-sculpture Crenella (as animal)
A0AZH,Ostrea puelchana (as animal)
A0AZJ,Chilean flat oyster (as animal)
A0AZK,Anomia (generic) (as animal)
A0AZL,Cortez oyster (as animal)
A0AZM,Crested oyster (as animal)
A0AZN,Denticulate rock oyster (as animal)
A0AZP,Spoon oyster (as animal)
A0AZQ,Megodon oyster (as animal)
A0AZR,Pododesmus (generic) (as animal)
A0AZS,Fingerprint oyster (as animal)
A0AZT,Frons oyster (as animal)
A0AZV,Hyotissa (generic) (as animal)
A0AZX,Japanese flat oyster (as animal)
A0AZY,Mangrove cupped oyster (as animal)
A0AZZ,Mcginty Oyster (as animal)
A0B00,Dwarf oyster (as animal)
A0B01,Olympia oyster (as animal)
A0B02,Isognomon (generic) (as animal)
A0B03,Australian mud oyster (as animal)
A0B04,Delicate scallop (as animal)
A0B05,Hooded oyster (as animal)
A0B06,Sydney cupped oyster (as animal) (deprecated)
A0B07,Threaded Oyster (as animal)
A0B08,Yaquina oyster (as animal)
A0B09,Wing oysters (generic) (as animal)
A0B0A,Pearl oysters (generic) (as animal)
A0B0B,Silverlip pearl oyster (as animal)
A0B0C,Thorny oysters (generic) (as animal)
A0B0D,Atlantic thorny oyster (as animal)
A0B0E,Digitate thorny oyster (as animal)
A0B0F,Alaska glass-scallop (as animal)
A0B0G,Royal cloak scallop (as animal)
A0B0H,Antillean Scallop (as animal)
A0B0J,Asian moon scallop (as animal)
A0B0K,Benedict Scallop (as animal)
A0B0L,Bering Scallop (as animal)
A0B0M,Chlamys circularis (as animal)
A0B0N,Delicate scallop (as animal)-deprecated
A0B0P,Iceland scallop (as animal)
A0B0Q,Jordan Scallop (as animal)
A0B0R,Lowe Scallop (as animal)
A0B0S,Many-ribbed Scallop (as animal)
A0B0T,Mildred Scallop (as animal)
A0B0V,Noble scallop (as animal)
A0B0X,Hind's scallop (as animal)
A0B0Y,Royal cloak scallop (as animal) (deprecated)
A0B0Z,Spiny scallop (as animal)
A0B10,Senatorial scallop (as animal)
A0B11,White Scallop (as animal)
A0B12,Blotchy Scallop (as animal)
A0B13,Calico scallop (as animal)
A0B14,Clouded Scallop (as animal)
A0B15,Vogde's scallop (as animal)
A0B16,Flexopecten (generic) (as animal)
A0B17,Smooth scallop (as animal)
A0B18,Proteus scallop (as animal)
A0B19,Pacific lion's paw (as animal)
A0B1A,Giant rock scallop (as animal)
A0B1B,Glass-scallop (as animal)
A0B1C,Knobby Scallop (as animal)
A0B1D,Yesso scallop (as animal)
A0B1E,Lion's paw (as animal)
A0B1F,Netted Scallop (as animal)
A0B1G,Ornate Scallop (as animal)
A0B1H,Pacific calico scallop (as animal)
A0B1J,Paper Scallop (as animal)
A0B1K,Patagonian scallop (as animal)
A0B1L,Peruvian calico scallop (as animal)
A0B1M,Nucleus Scallop (as animal)
A0B1N,Randolph Scallop (as animal)
A0B1P,Lined Scallop (as animal)
A0B1Q,Red-ribbed Scallop (as animal)
A0B1R,Ringnes Scallop (as animal)
A0B1S,Round-rib Scallop (as animal)
A0B1T,San Diego scallop (as animal)
A0B1V,Rough Scallop (as animal)
A0B1X,Saucer scallop (as animal)
A0B1Y,Ravenel Scallop (as animal)
A0B1Z,Southern Australia scallop (as animal)
A0B20,Scaly Scallop (as animal)
A0B21,Shingle Scallop (as animal)
A0B22,Spathate Scallop (as animal)
A0B23,Striate Scallop (as animal)
A0B24,Tehuelche scallop (as animal)
A0B25,Tereinus Scallop (as animal)
A0B26,Thistle Scallop (as animal)
A0B27,Vancouver Scallop (as animal)
A0B28,Variegated scallop (as animal)
A0B29,Vitreous Scallop (as animal)
A0B2A,Wavy Scallop (as animal)
A0B2B,Weathervane scallop (as animal)
A0B2C,Yellow-spot Scallop (as animal)
A0B2D,Zigzag scallop (as animal)
A0B2E,Atlantic Kittenpaw (as animal)
A0B2F,African cuttlefish (as animal)
A0B2G,Andrea cuttlefish (as animal)
A0B2H,Broadclub cuttlefish (as animal)
A0B2J,Curvespine cuttlefish (as animal)
A0B2K,Elegant cuttlefish (as animal)
A0B2L,Golden cuttlefish (as animal)
A0B2M,Hooded cuttlefish (as animal)
A0B2N,Kisslip cuttlefish (as animal)
A0B2P,Needle cuttlefish (as animal)
A0B2Q,Pharaoh cuttlefish (as animal)
A0B2R,Pink cuttlefish (as animal)
A0B2S,Shortclub cuttlefish (as animal)
A0B2T,Spineless cuttlefish (as animal)
A0B2V,Japanese spineless cuttlefish (as animal)
A0B2X,Enteroctopus (generic) (as animal)
A0B2Y,Antarctic octopuses (as animal)
A0B2Z,North Pacific giant octopus (as animal)
A0B30,Tremoctopus (generic) (as animal)
A0B31,Blue-ringed Octopus (as animal)
A0B32,Dumbo Octopus (as animal)
A0B33,Pteroctopus (generic) (as animal)
A0B34,Velodona togata (as animal)
A0B35,Banded string-arm Octopus (as animal)
A0B36,Big blue octopus (as animal)
A0B37,Blind Cirrate (as animal)
A0B38,Brush-tip Octopus (as animal)
A0B39,Umbrella octopus (generic) (as animal)
A0B3A,Glass Octopus (as animal)
A0B3B,Globe octopus (as animal)
A0B3C,Globose octopus (as animal)
A0B3D,Map octopus (as animal)
A0B3E,Marbled octopus (as animal)
A0B3F,Mexican four-eyed octopus (as animal)
A0B3G,New Zealand octopus (as animal)
A0B3H,Old woman octopus (as animal)
A0B3J,Patagonian giant octopus (as animal)
A0B3K,Sandbird octopus (as animal)
A0B3L,Seven-arm Octopus (as animal)
A0B3M,Spiney-horn octopus (as animal)
A0B3N,North Atlantic octopus (as animal)
A0B3P,Telescope Octopus (as animal)
A0B3Q,Tuberculate octopus (as animal)
A0B3R,Unihorn octopus (as animal)
A0B3S,Velvet Octopus (as animal)
A0B3T,Octopus fangsiao (as animal)
A0B3V,Whiparm octopus (as animal)
A0B3X,White-spotted octopus (as animal)
A0B3Y,Nautilus (generic) (as animal)
A0B3Z,Argonauts (generic) (as animal)
A0B40,Inshore squids (generic) (as animal)
A0B41,African squid (as animal)
A0B42,Argentine shortfin squid (as animal)
A0B43,Arm squids (generic) (as animal)
A0B44,Gonatus (generic) (as animal)
A0B45,Gould's flying squid (as animal)
A0B46,Wellington flying squid (as animal)
A0B47,Ornithoteuthis (generic) (as animal)
A0B48,Atlantic bird squid (as animal)
A0B49,Spear squid (as animal)
A0B4A,Austrorossia (generic) (as animal)
A0B4B,Leucoptera bobtail squid (as animal)
A0B4C,Common bobtail squid (as animal)
A0B4D,Humming-bird bobtail squid (as animal)
A0B4E,Dwarf bobtail squid (as animal)
A0B4F,Greater shining bobtail squid (as animal)
A0B4G,Japanese bobtail squid (as animal)
A0B4H,Lentil bobtail squid (as animal)
A0B4J,Lesser shining bobtail squid (as animal)
A0B4K,Stout bobtail squid (as animal)
A0B4L,Sepiadarium (generic) (as animal)
A0B4M,Bush-club Squid (as animal)
A0B4N,Onychoteuthis (generic) (as animal)
A0B4P,Angel squid (as animal)
A0B4Q,Common clubhook squid (as animal)
A0B4R,Antarctic cranch squid (as animal)
A0B4S,Toothed-fin squid (as animal)
A0B4T,Dart squid (as animal)
A0B4V,Deep-sea squid (as animal)
A0B4X,Diamondback squid (as animal)
A0B4Y,European common squid (as animal)
A0B4Z,Pterygioteuthis (generic) (as animal)
A0B56,Bigeye inshore squid (as animal)
A0B57,Giant Squid (as animal)
A0B58,Glacial squid (as animal)
A0B59,Glass Squid (as animal)
A0B5A,Grimaldi Squid (as animal)
A0B5B,Hooked Squid (as animal)
A0B5C,Dosidicus (generic) (as animal)
A0B5D,Indian squid (as animal)
A0B5E,Common squids (generic) (as animal)
A0B5F,Slender inshore squid (as animal)
A0B5G,Opalescent inshore squid (as animal)
A0B5H,Japanese squid (as animal)
A0B5J,Swordtip squid (as animal)
A0B5K,Mitre squid (as animal)
A0B5L,Patagonian squid (as animal)
A0B5M,European squid (as animal)
A0B5N,Histioteuthis (generic) (as animal)
A0B5P,Long barrel squid (as animal)
A0B5Q,Taningia (generic) (as animal)
A0B5R,Orangeback flying squid (as animal)
A0B5S,Pygmy Squid (as animal)
A0B5T,Reef squids (generic) (as animal)
A0B5V,Bigfin reef squid (as animal)
A0B5X,Caribbean reef squid (as animal)
A0B5Y,Sandal-eyed Squid (as animal)
A0B5Z,Scaled squid (as animal)
A0B60,Grimaldi scaled Squid (as animal)
A0B61,Schoolmaster gonate squid (as animal)
A0B62,Sharpear enope squid (as animal)
A0B63,Siboga squid (as animal)
A0B64,Sparkling enope squid (as animal)
A0B65,Striped dumpling squid (as animal)
A0B66,Tropical clubhook squid (as animal)
A0B67,Umbrella squid (as animal)
A0B68,Vampire Squid (as animal)
A0B69,Whalesquid (as animal)
A0B6A,Whip-lash Squid (as animal)
A0B6B,Bright green nori (as organism)
A0B6C,Dark green nori (as organism)
A0B6D,Flat green nori (as organism)
A0B6E,Welded green nori (as organism)
A0B6F,Hollow green nori (as organism)
A0B6G,Sea cactus (as organism)
A0B6H,Caulerpa seaweeds (as organism)
A0B6J,Nectacot (as plant)
A0B6K,Gracilaria seaweeds (as organism)
A0B6L,Green laver (as organism)
A0B6M,Tangle (as organism)
A0B6N,North European kelp (as organism)
A0B6P,Japanese kelp (as organism)
A0B6Q,Sea belt (as organism)
A0B6R,Wrack (as organism)
A0B6S,Toothed wrack (as organism)
A0B6T,Spirulina species (as organism)
A0B6V,Sea spirulina (as organism)
A0B6Z,Food
A0B70,Northern wolffish (as animal)
A0B71,Wolf-eel (as animal)
A0B72,Angler(=Monk) (as animal)
A0B73,Spottedtail angler (as animal)
A0B74,Longspine African angler (as animal)
A0B75,American angler (as animal)
A0B76,Blackbellied angler (as animal)
A0B77,Blackfin goosefish (as animal)
A0B78,Shortspine African angler (as animal)
A0B79,Devil anglerfish (as animal)
A0B7A,King dory (as animal)
A0B7B,John Dory (as animal) (deprecated)
A0B7C,Cape dory (as animal)
A0B7D,Silvery John dory (as animal)
A0B7E,Mirror dory (as animal)
A0B7F,Warty dory (as animal)
A0B7G,Pompano dolphinfish (as animal)
A0B7H,Shallow-water Cape hake (as animal)
A0B7J,Japanese Spanish mackerel (as animal)
A0B7K,Monterey Spanish mackerel (as animal)
A0B7L,Narrow-barred Spanish mackerel (as animal)
A0B7M,Serra Spanish mackerel (as animal)
A0B7N,West African Spanish mackerel (as animal)
A0B7P,Murex (as animal)
A0B7Q,Purple dye murex (as animal)
A0B7R,Horned murex (as animal)
A0B7S,West Indian murex (as animal)
A0B7T,Chorus giganteus (as animal)
A0B7V,Hexaplex (generic) (as animal)
A0B7X,Banded murex (as animal)
A0B7Y,Venus comb murex (as animal)
A0B7Z,Black-spined murex (as animal)
A0B80,Murex shells (generic) (as animal)
A0B81,Hedge hog murex (as animal)
A0B82,Banded murex (as animal) (deprecated)
A0B83,Duck mussel (as animal)
A0B84,Hyaline Scallop (as animal)
A0B85,Ommastrephidae squids (generic) (as animal)
A0B86,Angolan flying squid (as animal)
A0B87,Glassy flying squid (as animal)
A0B88,Jumbo flying squid (as animal)
A0B89,Lesser flying squid (as animal)
A0B8A,Sevenstar flying squid (as animal)
A0B8B,Monocle breams (as animal)
A0B8C,Wolffishes(=Catfishes) (generic) (as animal)
A0B8D,Lophiodes (generic) (as animal)
A0B8F,Coryphaena (generic) (as animal)
A0B8G,Spanish mackerel (as animal)
A0B8J,Cyttus (generic) (as animal)
A0B8K,Giant stargazer (as animal)
A0B8L,Gluten free
A0B8M,Low sodium / reduced salt
A0B8N,Low / reduced lactose
A0B8P,Raw Primary Commodities (RPCs)-deprecated
A0B8Q,RPC derivatives / ingredients-deprecated
A0B8R,Simple composites-deprecated
A0B8S,Aggregated composites-deprecated
A0B8T,Heterogeneous groups-deprecated
A0B8V,Facets
A0B8X,Natural sources
A0B8Y,Part-nature
A0B8Z,Physical-state
A0B90,Flavour notes-deprecated
A0B91,Surrounding-medium
A0B92,Fat-content
A0B93,Qualitative-info
A0B94,Alcohol-content
A0B95,Process
A0B96,Extent-of-cooking
A0B97,Packaging-format
A0B98,Packaging-material
A0B99,Part-consumed-analysed
A0B9A,Production-method
A0B9B,Preparation-production-place
A0B9C,Target-consumer
A0B9D,Intended-use
A0B9E,Risky-ingredient
A0B9F,Generic-term
A0B9G,"Corned beef, cooked"
A0B9H,Fish sauce
A0B9J,Soups (dry mixture uncooked)
A0B9K,"Fruit soup, dry"
A0B9L,"Dairy/egg soup, dry"
A0B9M,"Grains soup, dry"
A0B9N,"Fish soup, dry"
A0B9P,"Meat and vegetable soup, dry"
A0B9Q,"Meat/poultry soup, dry"
A0B9R,"Mixed vegetables soup, dry"
A0B9S,"Mushroom soup, dry"
A0B9T,"Legume (beans) soup, dry"
A0B9V,"Potato soup, dry"
A0B9X,"Tomato soup, dry"
A0B9Y,"Onion soup, dry"
A0B9Z,Horse (as animal)
A0BA0,Live plants (as part-nature)
A0BA1,Cooking and similar thermal preparation processes
A0BA2,"Rice based dishes dry, uncooked"
A0BA3,Equines (as animal)
A0BA5,In air (normal atmosphere)
A0BA6,In modified atmosphere
A0BA7,Food simulants (Commission Regulation (EU) No 10/2011)
A0BA8,Ethanol 10 % (v/v) (Food Simulant A)
A0BA9,"Poly(2,6-diphenyl-p-phenylene oxide), particle size 60-80 mesh, pore size 200 nm (Food Simulant E)"
A0BAA,Vegetable oil (Food Simulant D2)
A0BAB,Ethanol 95% (v/v) (replacement for Food Simulant D2)
A0BAC,Ethanol 50% (v/v) (Food Simulant D1)
A0BAD,Ethanol 20% (v/v) (Food Simulant C)
A0BAE,"Distilled water or water of equivalent quality (replacement for A, B, D2 in overall migration tests)"
A0BAF,Acetic acid 3% (w/v) (Food Simulant B)
A0BAG,Composite (recipe based) food classes (including some strictly related RPCs or RPC derivatives)
A0BAH,Azuki beans (without pods)
A0BAJ,Field bean (fresh seeds)
A0BAK,Navy bean (fresh seeds)
A0BAL,Kidney bean (fresh seeds)
A0BAM,Flageolet (fresh seeds)
A0BAN,Rice beans (without pods)
A0BAP,Black gram (fresh seeds)
A0BAQ,Mung beans (without pods)
A0BAR,Marrowfat pea (fresh seeds)
A0BAS,Tepary bean (fresh seeds)
A0BAT,Mat bean (fresh seeds)
A0BAV,Chickpeas (without pods)
A0BAX,Chickling vetches (without pods)
A0BAY,Vetches (without pods)
A0BAZ,Lablab beans (without pods)
A0BB0,Horse gram (fresh seeds)
A0BB1,Kersting's groundnut (fresh seeds)
A0BB2,Sandwich bread (hamburger roll-type)
A0BB3,Aloe vera (as plant)
A0BB4,Blue agave (as plant)
A0BB5,Succulent plants-deprecated
A0BB6,Aloe leaf gel (pulp)
A0BB7,Blue Agave heart
A0BB8,Maple tree (as plant)
A0BB9,Feed
A0BBA,Cereal grains and products derived thereof (feed)
A0BBB,"Barley, roasted (feed)"
A0BBC,Barley fibre (feed)
A0BBD,Barley hulls (feed)
A0BBE,Barley middlings (feed)
A0BBF,Barley protein (feed)
A0BBG,Barley protein feed (feed)
A0BBH,Barley solubles (feed)
A0BBJ,Barley bran (feed)
A0BBK,Liquid barley starch (feed)
A0BBL,Malting barley screenings (feed)
A0BBM,Malting barley and malt fines (feed)
A0BBN,Malting barley husks (feed)
A0BBP,"Barley distillers solids, wet (feed)"
A0BBQ,"Barley distillers solubles, wet (feed)"
A0BBR,Malt (feed)
A0BBS,Malt rootlets (feed)
A0BBT,Maize middlings (feed)
A0BBV,Maize bran (feed)
A0BBX,Maize cobs (feed)
A0BBY,Maize screenings (feed)
A0BBZ,Maize fibre (feed)
A0BC0,Maize gluten (feed)
A0BC1,Maize gluten feed (feed)
A0BC2,Maize germ expeller (feed)
A0BC3,Maize germ meal (feed)
A0BC4,Crude maize germ oil (feed)
A0BC5,"Maize, puffed (feed)"
A0BC6,Maize steep liquor (feed)
A0BC7,Sweet corn silage (feed)
A0BC8,Dehulled oats (feed)
A0BC9,Oat flakes (feed)
A0BCA,Oat middlings (feed)
A0BCB,Oat hulls (feed)
A0BCC,Fodder oat flour (feed)
A0BCD,Oat (feed)
A0BCE,"Quinoa seed, extracted (feed)"
A0BCF,"Rice, broken (feed)"
A0BCG,"Rice, milled (feed)"
A0BCH,"Rice, pre-gelatinized (feed)"
A0BCJ,"Rice, extruded (feed)"
A0BCK,Rice flakes;[Rice pre-gelatinized] (feed)
A0BCL,"Rice, husked/brown (feed)"
A0BCM,Ground fodder rice (feed)
A0BCN,Brown rice flour (feed)
A0BCP,Rice bran (feed)
A0BCQ,Rice bran with calcium carbonate (feed)
A0BCR,Defatted rice bran (feed)
A0BCS,Rice bran oil (feed)
A0BCT,Rice middlings (feed)
A0BCV,Rice middlings with calcium carbonate (feed)
A0BCX,Brewers’ rice (feed)
A0BCY,Rice germ (feed)
A0BCZ,Rice germ expeller (feed)
A0BD0,Rice germ meal (feed)
A0BD1,Rice protein (feed)
A0BD2,Liquid polished rice (feed)
A0BD3,Rye middlings (feed)
A0BD4,Rye (feed)
A0BD5,Sorghum white (feed)
A0BD6,Sorghum gluten feed (feed)
A0BD7,Spelt bran (feed)
A0BD8,Spelt hulls (feed)
A0BD9,Spelt middlings (feed)
A0BDA,Wheat rootlets (feed)
A0BDB,"Wheat, pre-gelatinised (feed)"
A0BDC,Wheat middlings (feed)
A0BDD,Wheat flakes (feed)
A0BDE,Wheat (feed)
A0BDF,Malted fermented wheat particles (feed)
A0BDG,Wheat fibre (feed)
A0BDH,"Wheat germ, fermented (feed)"
A0BDJ,Wheat germ expeller (feed)
A0BDK,Wheat protein (feed)
A0BDL,Wheat gluten feed (feed)
A0BDM,Vital wheat gluten (feed)
A0BDN,Liquid wheat starch (feed)
A0BDP,"Wheat starch containing protein, partially de-sugared (feed)"
A0BDQ,Wheat solubles (feed)
A0BDR,Wheat yeast concentrate (feed)
A0BDS,Malting wheat screenings (feed)
A0BDT,Malting wheat and malt fines (feed)
A0BDV,Malting wheat husks (feed)
A0BDX,Grain protein concentrate (feed)
A0BDY,Cereal grains screenings (feed)
A0BDZ,Grain germ (feed)
A0BE0,Grain spent wash syrup (feed)
A0BE1,Moist distillers’ grains (feed)
A0BE2,Concentrated Distillers Solubles (feed)
A0BE3,Distillers’ grains and solubles (feed)
A0BE4,Distillers' dried grains (feed)
A0BE5,Distillers' dark grains ; [Distillers’ dried grains and solubles] (feed)
A0BE6,Brewers' grains (feed)
A0BE7,Draff (feed)
A0BE8,Mash Filter Grains (feed)
A0BE9,Pot ale (feed)
A0BEA,Pot ale syrup (feed)
A0BEB,"Oil seeds, oil fruits, and products derived thereof (feed)"
A0BEC,Babassu expeller (feed)
A0BED,Camelina seed (feed)
A0BEE,"Camelina, expeller (feed)"
A0BEF,Camelina meal (feed)
A0BEG,Cocoa husks (feed)
A0BEH,Cocoa hulls (feed)
A0BEJ,"Cocoa bean meal, partially decorticated (feed)"
A0BEK,Copra expeller (feed)
A0BEL,"Copra, hydrolysed expeller (feed)"
A0BEM,Copra meal (feed)
A0BEP,"Cotton seed meal, partially decorticated (feed)"
A0BEQ,Cotton seed - expeller (feed)
A0BER,"Groundnut expeller, partially - decorticated (feed)"
A0BES,"Groundnut meal, partially decorticated (feed)"
A0BET,"Groundnut - expeller, decorticated (feed)"
