code,name
A033D,Maltitol
A033E,Lactitol
A033F,Erythritol
A033G,Isomalt
A033H,Other polyols
A033J,Honey
A033K,"Honey, monofloral"
A033L,"Honey, polyfloral"
A033M,"Honey, blended"
A033N,Honeydew honey
A033P,Comb honey
A033Q,Minor honey types
A033R,Syrups (molasses and other syrups)
A033S,Molasses
A033T,Citrus molasses
A033V,Sugar beet molasses
A033X,Sorghum molasses
A033Y,Sugar cane molasses
A033Z,Syrups
A034A,Maples (trunk sap)
A034B,Barley malt syrup
A034C,Corn syrup
A034D,Sugar beet syrup
A034E,Treacle
A036N,"Vegetable fats and oils, edible"
A036P,Olive oils
A036Q,"Olive oil, virgin or extra-virgin"
A036R,"Olive oil, refined"
A036S,Olive pomace oil
A036T,Seed oils
A036V,"Rape seed oil, edible"
A036X,"Soya bean oil, refined"
A036Y,"Maize oil, edible"
A036Z,"Cotton seed oil, edible"
A037A,"Peanut oil, edible"
A037B,"Safflower seed oil, edible"
A037C,"Sesame seed oil, edible"
A037D,"Sunflower seed oil, edible"
A037E,Almond oil
A037F,Grape seed oil
A037G,Linseed oil
A037H,Pumpkin seed oil
A037K,Walnut oil
A037L,Other plant oils
A037M,Coconut oil/fat
A037N,Palm oil/fat
A037P,"Palm kernel oil, edible"
A037Q,Wheat germ oil
A037R,Cocoa butter
A037T,Animal fats and oils (processed fat from animal tissue)
A037V,Pork lard
A037X,Beef tallow (including processed suet)
A037Y,Tallow from other animals
A037Z,Buffalo tallow
A038A,Camel tallow
A038B,Sheep tallow
A038C,Goat tallow
A038D,Horse tallow
A038E,"Poultry fats, processed"
A038F,"Chicken fat, processed"
A038G,"Duck fat, processed"
A038H,"Goose fat, processed"
A038J,"Turkey fat, processed"
A038K,Fats and oils from marine animals
A038L,Processed fat (blubber) of marine mammals
A038M,Fish oil
A038N,Herring oil
A038P,Sardine oil
A038Q,Cod liver oil
A038R,Dairy fats
A038S,Buffalo milk fat
A038T,Camel milk fat
A038V,Cow milk fat (not emulsified)
A038X,Butter oil
A038Y,Ghee
A038Z,Goat milk fat
A039A,Sheep milk fat
A039C,Butter
A039M,"Juice, apple"
A039N,"Juice, apricot"
A039P,"Juice, black currant"
A039Q,"Juice, cassis"
A039R,"Juice, red currant"
A039S,"Juice, blackberry"
A039T,"Juice, cranberry"
A039V,"Juice, elderberry"
A039X,"Juice, guava"
A039Y,"Juice, mango"
A039Z,"Juice, nectarine"
A03AA,"Juice, passion fruit"
A03AB,"Juice, peach"
A03AC,"Juice, pear"
A03AD,"Juice, pomegranate"
A03AE,"Juice, prune"
A03AF,"Juice, pineapple"
A03AG,"Juice, citrus"
A03AH,"Juice, lemon"
A03AJ,"Juice, lime"
A03AK,"Juice, grape"
A03AL,"Juice, grapefruit"
A03AM,"Juice, orange"
A03AN,Mixed fruit juice
A03AP,"Juice, mixed fruit"
A03AQ,"Juice, apple-grape"
A03AR,"Juice, apple-cherry"
A03AS,"Juice, orange-grapefruit"
A03AT,"Juice, peach-apricot"
A03AV,"Juice, strawberry-cherry"
A03AX,"Juice, mandarin-banana"
A03AY,"Juice, apricot-orange"
A03AZ,"Juice, orange-peach"
A03BA,"Juice, berry-grape"
A03BM,Concentrated or dehydrated fruit/vegetables juices
A03BN,Fruit juice concentrates
A03BP,"Juice concentrate, apricots"
A03BQ,"Juice concentrate, blackberry"
A03BR,"Juice concentrate, blueberry"
A03BS,"Juice concentrate, black currant"
A03BT,"Juice concentrate, red currant"
A03BV,"Juice concentrate, cranberry"
A03BX,"Juice concentrate, gooseberry"
A03BY,"Juice concentrate, grape"
A03BZ,"Juice concentrate, mandarin"
A03CA,"Juice concentrate, orange"
A03CB,"Juice concentrate, peach"
A03CC,"Juice concentrate, plum"
A03CD,"Juice concentrate, raspberry"
A03CE,"Juice concentrate, strawberry"
A03CF,"Juice concentrate, sweet cherry"
A03CG,Dehydrated/powdered fruit juice
A03CJ,"Juice, tomato"
A03CK,"Juice, carrot"
A03CL,"Juice, celery"
A03CM,"Juice, beetroot"
A03CN,"Juice, white cabbage"
A03CP,"Juice, potato"
A03CQ,"Juice, cucumber"
A03CR,"Juice, turnip"
A03CS,Mixed vegetable juice
A03CT,"Juice, tomato-leafy vegetables"
A03CV,"Juice, tomato-carrot"
A03CX,"Juice, multi-vegetable"
A03CZ,Vegetable juice concentrate
A03DA,Dehydrated/powdered vegetable juice
A03DB,Mixed fruit and vegetable juices
A03DC,"Juice, apple-carrot"
A03DD,"Juice, multi-fruit-carrot"
A03DG,Aloe vera juice
A03DK,Drinking water
A03DL,Tap water
A03DM,Ice from tap water
A03DN,Filtered tap water
A03DP,Well water
A03DQ,Natural mineral water
A03DR,Still natural mineral water
A03DS,Carbonated natural mineral water
A03DT,Bottled drinking water
A03DV,Still bottled drinking water
A03DX,Carbonated bottled drinking water
A03DY,Flavoured bottled water
A03GC,Fortified bottled water
A03GK,"Coffee beans, green"
A03GL,"Coffee beans, roasted"
A03GM,"Coffee beans, roasted and decaffeinated"
A03GN,"Coffee ground, roasted"
A03GP,"Coffee ground, roasted and decaffeinated"
A03GQ,Instant coffee powder
A03GR,"Instant coffee powder, decaffeinated"
A03GS,Coffee imitate ingredients
A03GT,Malt coffee ingredient
A03GV,Chicory coffee ingredient
A03GX,Minor imitate coffee ingredients
A03GY,Rye coffee ingredient
A03GZ,Wheat coffee ingredient
A03HA,Barley coffee ingredient
A03HB,Fig coffee ingredient
A03HC,Sugar beet coffee ingredient
A03HD,Mixed coffee imitates
A03HF,Cocoa beans (fermented or dried)
A03HG,Cocoa powder
A03HJ,Cocoa mass
A03HL,Kola nuts
A03HM,Guarana (infusion seeds)
A03HP,Cupuaçu
A03HQ,Tea leaves derivatives and tea ingredients
A03HR,"Tea leaves and stalks, fermented"
A03HS,Tea leaves and stalks with fruit and flavours
A03HT,Non-fermented tea leaves (green or white tea)
A03HV,Tea leaves and stalks decaffeinated
A03HX,Tea powder ingredients and extracts
A03HY,Tea extract (powder)
A03HZ,Tea extract (powder) decaffeinated
A03JA,Herbal infusion materials (generic)
A03JB,Flowers used for herbal infusions
A03JC,Chamomile
A03JD,Hibiscus infusion flowers
A03JE,Rose infusion flowers
A03JF,Common jasmine infusion flowers
A03JG,Elder infusion flowers
A03JH,Lime infusion flowers
A03JJ,Other Herbal infusion materials from flowers
A03JK,Herbal infusion materials from leaves and herbs
A03JL,Strawberry infusion leaves
A03JM,Mate infusion material
A03JN,Lemon verbena infusion leaves
A03JP,Rooibos
A03JQ,Gingko infusion material
A03JR,Other Herbal infusion materials from leaves and herbs
A03JS,Roots used for herbal infusions
A03JT,Valerian infusion roots
A03JV,Ginseng infusion roots
A03JX,Other Herbal infusion materials from roots
A03JY,Herbal infusion materials from any other parts of the plant
A03MT,Wine
A03MV,"Wine, white"
A03MX,"Wine, red"
A03MY,"Wine, rosé"
A03MZ,Sparkling wine
A03NA,Champagne-like wine
A03NB,Red or rosé sparkling wine
A03NC,Wine-like drinks
A03ND,Cider
A03NE,Perry
A03NN,Ice wine and raisin wine
A03NP,Raisin wine
A03NQ,Ice wine
A03NR,Noble rot wine
A03PE,Brandy
A03PF,Whisky
A03PH,Vodka and vodka-like spirits
A03PJ,Rum
A03PK,Spirits made from stone fruits
A03PL,Tequila and similar spirits
A03QY,Simple cereals which have to be reconstituted with milk or other appropriate nutritious liquids
A03TF,Textured soy protein
A03TG,Textured fungal proteins
A042P,Salt
A042Q,"Salt, low sodium"
A042R,"Salt, iodised"
A042S,"Salt, fluoridated"
A042T,"Salt, iodised and fluoridated"
A042V,"Salt, flavoured"
A042X,Sea salt
A043K,Miscellaneous savoury extracts
A043L,Vegetable savoury extracts
A043M,Meat extract
A043N,Malt extract
A043P,Yeast extract
A044L,Vinegar
A044M,"Vinegar, wine"
A044N,"Vinegar, apple"
A046M,"Artificial sweeteners (e.g., aspartam, saccharine)"
A046N,Saccharine
A046P,Aspartame
A046Q,Acesulfame k
A046R,Sucralose
A046S,Cyclamate
A046T,Neo-hesperidine
A046V,Thaumatine
A046X,Neotame
A046Y,Steviol glucoside
A046Z,Advantame
A047A,Food flavourings
A047B,Flavourings
A047C,Essences and extracts
A047D,Almond essence
A047E,Vanilla essence
A047F,Vanilla pods extract
A047G,Orange essence
A047H,Lemon essence
A047J,Rum essence
A047K,Carob flavouring
A047L,Liquorice extract
A047N,Food colours
A047P,Natural food colour
A047Q,Artificial food colour
A047R,"Food additives other than flavours, colours and artificial sweeteners"
A047S,Preservative
A047T,Antioxidant
A047V,Emulsifier
A047X,Thickener
A047Y,Gelling agent
A047Z,Stabiliser
A048A,Flavour enhancer
A048B,Acid
A048C,Acidity regulator
A048D,Anti-caking agent
A048E,Modified starch
A048F,Anti-foaming agent
A048G,Glazing agent
A048H,Emulsifying salts
A048J,Flour treatment agent
A048K,Firming agent
A048L,Humectant
A048M,Bulking agent
A048N,Propellent gas
A048T,Processing aids
A048V,Enzymes for food manufacture
A048X,Live microorganisms for food production
A048Y,Starter cultures
A048Z,Yeast cultures
A049A,Baking yeast
A049B,Mould or micro-fungal cultures
A049G,Generic non-game mammals carcase
A049H,Generic non-game mammals fresh meat / fat tissue
A049J,"Generic non-game mammals, minced meat"
A049K,Generic non-game mammals msm
A049L,Generic non-game mammals offal
A049P,Bovine meat food
A049Q,Bovine carcase
A049R,Bovine fresh meat / fat tissue
A049S,"Bovine, minced meat"
A049T,Bovine msm
A049V,Bovine offal
A049Z,Pig meat food
A04AA,Pig carcase
A04AB,Pig fresh meat / fat tissue
A04AC,Pig minced meat
A04AD,Pig msm
A04AE,Pig offal
A04AH,Sheep meat food
A04AJ,Sheep carcase
A04AK,Sheep fresh meat / fat tissue
A04AL,"Sheep, minced meat"
A04AM,Sheep msm
A04AN,Sheep offal
A04AR,Goat meat food
A04AS,Goat carcase
A04AT,Goat fresh meat / fat tissue
A04AV,"Goat, minced meat"
A04AX,Goat msm
A04AY,Goat offal
A04BC,Horse carcase
A04BD,Horse fresh meat / fat tissue
A04BE,"Horse, minced meat"
A04BF,Horse msm
A04BG,Horse offal
A04BL,Asses-mules-hinnies carcase
A04BM,Asses-mules-hinnies fresh meat / fat tissue
A04BN,"Asses-mules-hinnies, minced meat"
A04BP,Asses-mules-hinnies msm
A04BQ,Asses-mules-hinnies offal
A04BV,Rabbit carcase
A04BX,Rabbit fresh meat / fat tissue
A04BY,"Rabbit, minced meat"
A04BZ,Rabbit msm
A04CA,Rabbit offal
A04CE,Deer carcase
A04CF,Deer fresh meat / fat tissue
A04CG,"Deer, minced meat"
A04CH,Deer msm
A04CJ,Deer offal
A04CN,Wild boar carcase
A04CP,Wild boar fresh meat / fat tissue
A04CQ,"Wild boar, minced meat"
A04CR,Wild boar msm
A04CS,Wild boar offal
A04CY,Other mammals carcase
A04CZ,Other mammals fresh meat / fat tissue
A04DA,"Other mammals, minced meat"
A04DB,Other mammals msm
A04DC,Other mammals offal
A04DF,Poultry meat food
A04DG,Generic poultry carcase
A04DH,Generic poultry fresh meat / fat tissue
A04DJ,"Generic poultry, minced meat"
A04DK,Generic poultry msm
A04DL,Generic poultry offal
A04DQ,Chicken carcase
A04DR,Chicken fresh meat / fat tissue
A04DS,"Chicken, minced meat"
A04DT,Chicken msm
A04DV,Chicken offal
A04EA,Turkey carcase
A04EB,Turkey fresh meat / fat tissue
A04EC,"Turkey, minced meat"
A04ED,Turkey msm
A04EE,Turkey offal
A04EJ,Duck carcase
A04EK,Duck fresh meat / fat tissue
A04EL,"Duck, minced meat"
A04EM,Duck msm
A04EN,Duck offal
A04ES,Goose carcase
A04ET,Goose fresh meat / fat tissue
A04EV,"Goose, minced meat"
A04EX,Goose msm
A04EY,Goose offal
A04FC,Ratites carcase
A04FD,Ratites fresh meat / fat tissue
A04FE,"Ratites, minced meat"
A04FF,Ratites msm
A04FG,Ratites offal
A04FL,Other poultry carcase
A04FM,Other poultry fresh meat / fat tissue
A04FN,"Other poultry, minced meat"
A04FP,Other poultry msm
A04FQ,Other poultry offal
A04FV,Game mammals carcase
A04FX,Game mammals fresh meat / fat tissue
A04FY,"Game mammals, minced meat"
A04FZ,Game mammals msm
A04GA,Game mammals offal
A04GE,Game birds carcase
A04GF,Game birds fresh meat / fat tissue
A04GG,"Game birds, minced meat"
A04GH,Game birds msm
A04GJ,Game birds offal
A04GP,"Bovine and pig, minced meat"
A04HB,Other sugar plants
A04HC,Other Legume vegetables
A04HD,Other pulses
A04HE,Other herbs and edible flowers
A04HF,Powdered or concentrated dairy products (not isolated) (as part-nature)
A04HG,Cattle milk
A04HK,Equine milk
A04HL,"Fruits, fresh or frozen; tree nuts"
A04HM,PRODUCTS OF ANIMAL ORIGIN -TERRESTRIAL ANIMALS
A04HN,Other milks
A04HP,Equine meat food
A04HQ,Other farmed terrestrial animals meat food
A04HR,Other farmed terrestrial animals muscle
A04HS,Other farmed terrestrial animals fat tissue
A04HT,Other farmed terrestrial animals liver
A04HV,Other farmed terrestrial animals kidney
A04HX,Other farmed terrestrial animals edible offal (other than liver and kidney)
A04HY,Other Tissues from other farmed terrestrial animals
A04JA,Stem vegetables
A04JB,"Seeds (coffee, cocoa and similar) used for infusions or hot drinks"
A04JC,"Vegetables, fresh or frozen"
A04JD,Root and tuber vegetables
A04JE,"Leaf vegetables, herbs and edible flowers"
A04JF,"Tea, coffee, herbal infusion materials, cocoa and carobs"
A04JG,Balsamic vinegar and similar
A04JJ,Blueberries and similar-
A04JK,Cranberries and similar-
A04JL,Mulberries (black and white) and similar-
A04JM,Elderberries and similar-
A04JN,Jambuls and similar-
A04JP,Litchis and similar-
A04JQ,American persimmons and similar-
A04JR,Pine nuts (feed)
A04JS,Bananas and similar-
A04JT,Cherimoyas and similar-
A04JV,Breadfruits and similar-
A04JX,Cassava roots and similar-
A04JY,Yams and similar-
A04JZ,Horseradishes and similar-
A04KA,Salsifies and similar-
A04KB,Celery leaves and similar-
A04KD,Thyme and similar-
A04KE,Basil and edible flowers and similar-
A04KF,Tarragon and similar-
A04KG,Rapeseeds and similar-
A04KH,Buckwheat and other pseudo-cereals and similar-
A04KJ,Horse beans (feed)
A04KK,"Teas leaves, dry and/or fermented, and similar"
A04KL,Jasmine infusion flowers and similar-
A04KM,Rooibos and similar-
A04KN,Celery seed and similar-
A04KR,Cereals and cereal-like grains not separately listed
A04KS,Cereal and cereal-like flours
A04KT,Cereal and cereal-like flours not separately listed
A04LH,"Breakfast cereals, plain"
A04LJ,Cereal rolled grains
A04LL,Popped cereals
A04LS,Other green algae
A04LT,Other red algae
A04LV,Other brown algae
A04LX,Micro-phyte
A04LZ,Aromatic flowers
A04MA,Aromatic herbs
A04MB,Processed tomato products
A04MK,Other minor oilseeds
A04ML,Other minor oilfruit
A04MP,Mammals or birds dried meat
A04MQ,Animal offal and other slaughtering products
A04ND,Processed whole meat products
A04NE,Other cured meat
A04NF,Other cooked cured meat
A04NL,Fish and seafood processed
A04NM,Terrestrial invertebrates
A04NQ,Other dairy powder
A04NR,Other dairy concentrate
A04NV,Miscellaneous fresh uncured cheeses
A04NX,Other processed cheese
A04NY,Unprocessed eggs
A04NZ,Processed eggs
A04PB,Other sweetening ingredients
A04PJ,Fats and oils from terrestrial animals
A04PK,Milk fat from other animals
A04PL,Other fish oil
A04PN,Other fruit juices
A04PQ,Vegetable juices
A04PR,Other vegetable juices
A04PV,Unbottled water
A04PX,Bottled water
A04QC,Other wine-like fruit drinks
A04QR,Other regulated additives
A04QY,Cereal flakes and similar
A04RA,Kohlrabies and similar-
A04RC,Other leafy vegetables
A04RG,Legumes
A04RH,"Nuts, oilseeds and oilfruits"
A04RK,Fruit used as fruit
A04RL,Other miscellaneous citrus fruit
A04RN,Miscellaneous freshwater fishes
A04RP,Miscellaneous diadromous fishes
A04RS,Marine fishes not identified
A04RY,Other tree nuts (e)
A04RZ,Other spices seeds (e)
A04SA,Other spices fruit and berries (e)
A04SB,Other spices roots or rhizome (e)
A04SC,Other spices buds (e)
A04SE,Other stone fruits (e)
A057V,Kangaroos
A05CR,Barley grain (feed)
A05DZ,Common millet (feed)
A05FJ,Oat grain (feed)
A05GR,Chicory roots (feed)
A05HL,Amphibians and reptiles meat (as part-nature)
A05JE,Sugar beet (feed)
A05KH,Animal fat (feed)
A05QH,Porchetta
A05QQ,Sourdough starter
A05TP,Buckwheat grain (feed)
A05VX,Wheat grains (feed)
A05XB,Triticale grain (feed)
A05XP,Spelt grain (feed)
A05XX,Sorghum; [Milo] (feed)
A061D,Hemp seeds (feed)
A061R,Anise seed (feed)
A063B,Fennel seed (feed)
A064H,Fenugreek seed (feed)
A065N,Barley groats
A065R,Halloumi
A066E,Semi-preserved (unspecified method)
A066M,Plant commodities-related food (as part-nature)
A066N,Plant commodities (as part-nature)
A066P,Seed (as part-nature)
A066Q,Grains (as part-nature)
A066R,Nuts (as part-nature)
A066S,Oil seeds (as part-nature)
A066T,Vegetative tissues (as part-nature)
A066V,Aril (as part-nature)
A066X,Bark (as part-nature)
A066Y,Beans (as part-nature)
A066Z,Bud (as part-nature)
A067A,Bulb / clove (as part-nature)
A067B,Flower (as part-nature)
A067C,Flowering body (as part-nature)
A067D,Fruit unspecified (as part-nature)
A067G,Fruit peel (as part-nature)
A067H,Fruiting body (fungi) (as part-nature)
A067J,Leaves (loose) used as leafy vegetables (as part-nature)
A067K,Compact leaves used as leafy vegetables (head or heart) (as part-nature)
A067L,Pod (including immature beans) (as part-nature)
A067M,Roots and other underground parts (as part-nature)
A067P,Eye (as part-nature)
A067Q,"Included liquid, gel or exudate (as part-nature)"
A067R,Sprout (as part-nature)
A067S,Stem / stalk (as part-nature)
A067T,Shoot (as part-nature)
A067X,Primary products derived from plant commodities (as part-nature)
A067Y,Bran (as part-nature)
A067Z,Flour/meal or finely ground powder (as part-nature)
A068A,Germ (as part-nature)
A068B,Groats (as part-nature)
A068C,Semolina or coarse ground powder (as part-nature)
A068D,Starch (as part-nature)
A068E,Flakes and similar (as part-nature)
A068F,Popped grains (as part-nature)
A068G,Rolled grains (as part-nature)
A068H,Extracts of plant origin (as part-nature)
A068J,Liquid extract of plant origin (as part-nature)
A068K,Powdered extract of plant origin (as part-nature)
A068L,Nut/seeds paste/emulsion/mass (as part-nature)
A068M,Vegetable fats and oils (as part-nature)
A068P,Fruit / vegetable spreads and similar (as part-nature)
A068Q,Fruit / vegetable juices and nectars (as part-nature)
A068S,Fruit/vegetable concentrate (as part-nature)
A068T,Fruit/vegetable powder (as part-nature)
A068V,Fruit/vegetable juice ready to drink (as part-nature)
A068X,Fruit/vegetable nectar ready to drink (as part-nature)
A068Y,"Hot drinks and similar (coffee, cocoa, tea and herbal drinks) (as part-nature)"
A068Z,Infused or steam extracted drink (as part-nature)
A069A,Blended or reconstituted hot drink (as part-nature)
A069C,Animal commodities-related food (as part-nature)
A069D,Animal commodities (as part-nature)
A069F,Live animals (as part-nature)
A069G,Carcase (as part-nature)
A069H,Meat (as part-nature)
A069J,Fat tissue (as part-nature)
A069K,Mechanically separated meat (as part-nature)
A069L,Offal and other slaughtering products (as part-nature)
A069M,Liver (as part-nature)
A069N,Kidney (as part-nature)
A069P,Lung (as part-nature)
A069Q,Spleen (as part-nature)
A069R,Bladder (as part-nature)
A069S,Intestine (as part-nature)
A069T,Pancreas (as part-nature)
A069V,Testicles (as part-nature)
A069X,Thymus (as part-nature)
A069Y,Hepatopancreas (as part-nature)
A069Z,Roe (as part-nature)
A06AA,Brown meat (as part-nature)
A06AB,Tongue (as part-nature)
A06AC,Heart (as part-nature)
A06AD,Stomach (as part-nature)
A06AE,Bone marrow (as part-nature)
A06AF,Tail (as part-nature)
A06AG,Wing (as part-nature)
A06AH,Neck (as part-nature)
A06AJ,Trotter / feet (as part-nature)
A06AK,Skin (as part-nature)
A06AL,Blood (as part-nature)
A06AM,Brain (as part-nature)
A06AN,Processed or preserved meat (as part-nature)
A06AP,Preserved meat cuts (as part-nature)
A06AQ,Preserved/processed fat tissues (as part-nature)
A06AR,Animal fat (processed fat from animal tissues) (as part-nature)
A06AS,Sausages (as part-nature)
A06AT,Fresh raw sausages (as part-nature)
A06AV,Preserved or partly preserved sausages (as part-nature)
A06AX,Meat specialities (as part-nature)
A06AY,Dairy (as part-nature)
A06AZ,Milk (as part-nature)
A06BA,Cream (as part-nature)
A06BB,Whey (as part-nature)
A06BC,Buttermilk (as part-nature)
A06BD,Refined dairy fat (butter oil) (as part-nature)
A06BE,Butter (as part-nature)
A06BF,Lactose (as part-nature)
A06BG,Milk protein (as part-nature)
A06BH,Whey protein (as part-nature)
A06BJ,Milk-based drinks (as part-nature)
A06BK,Dairy-based desserts spoonable and similar (as part-nature)
A06BL,Fresh cheese (as part-nature)
A06BM,Brined cheese (as part-nature)
A06BN,Ripened cheese (as part-nature)
A06BP,Processed cheese (as part-nature)
A06BQ,Eggs and egg-related (as part-nature)
A06BR,Whole eggs (as part-nature)
A06BS,Egg mixed whole (as part-nature)
A06BT,Egg yolk (as part-nature)
A06BV,Egg white (as part-nature)
A06BX,Hardened egg product (as part-nature)
A06BY,"Mineral, synthetic or isolated purified ingredients (as part-nature)"
A06BZ,Salt (as part-nature)
A06CA,Water (as part-nature)
A06CB,"Additives, flavours, baking and processing aids (as part-nature)"
A06CC,"Artificial sweeteners (e.g., aspartame, saccharine) (as part-nature)"
A06CD,Food flavours (as part-nature)
A06CE,Food colours (as part-nature)
A06CF,"Food additives other than flavours, colours and artificial sweeteners (as part-nature)"
A06CG,Miscellaneous agents for food processing (as part-nature)
A06CH,Processing aids (as part-nature)
A06CJ,Enzymes for food manufacture (as part-nature)
A06CK,"Microorganisms, live (as part-nature)"
A06CL,Composite (recipe based) food (including related RPCs or RPC derivatives) (as part-nature)
A06CM,Bread (as part-nature)
A06CN,Leavened bread (as part-nature)
A06CP,Unleavened or flat bread (as part-nature)
A06CQ,Crisp bread (as part-nature)
A06CR,Puffed-textured bread (as part-nature)
A06CS,Rusk (as part-nature)
A06CT,Bread alternative (as part-nature)
A06CV,Pasta (as part-nature)
A06CX,Simple pasta (as part-nature)
A06CY,Filled pasta (as part-nature)
A06CZ,Pasta alternative (as part-nature)
A06DA,Doughs (as part-nature)
A06DB,Yeast leavened bread doughs (as part-nature)
A06DC,Yeast leavened sweet doughs (as part-nature)
A06DD,Chemically leavened doughs (as part-nature)
A06DE,Unleavened doughs (as part-nature)
A06DF,Short pastry doughs (pate brisee) (as part-nature)
A06DG,"Short sweet pastry doughs (pate sucree, sablee) (as part-nature)"
A06DH,Choux pastry doughs (as part-nature)
A06DJ,Cake pre-mixes/batter (as part-nature)
A06DK,Laminated dough (as part-nature)
A06DL,Miscellaneous doughs (as part-nature)
A06DM,Fine bakery (as part-nature)
A06DN,Biscuits (as part-nature)
A06DP,Choux pastry (as part-nature)
A06DQ,Yeast leavened pastry (as part-nature)
A06DR,Shortcrust pastry (pies/tarts) (as part-nature)
A06DS,Pastry based on laminated dough (as part-nature)
A06DT,Miscellaneous pastry (as part-nature)
A06DV,Cereals or roots-based snacks or breakfast composite (as part-nature)
A06DX,Porridge (ready to eat) (as part-nature)
A06DY,Cereal bars (as part-nature)
A06DZ,Muesli and similar mixed breakfast cereals (as part-nature)
A06EA,"Chips, crisps, fries and dough-based analogues (as part-nature)"
A06EB,Snacks other than chips and similar (as part-nature)
A06EC,Sugars and similar (as part-nature)
A06ED,Glucose (as part-nature)
A06EE,Mono and disaccharides (as part-nature)
A06EF,Honey (as part-nature)
A06EG,Syrup (as part-nature)
A06EH,Polyol (as part-nature)
A06EJ,Confectionery (as part-nature)
A06EK,Chocolate and similar (as part-nature)
A06EL,Chocolate-based product (as part-nature)
A06EM,Chocolate imitate product (as part-nature)
A06EN,Soft candy (as part-nature)
A06EP,Hard candy (as part-nature)
A06EQ,Basic sweet masses (as part-nature)
A06ER,Water-based desserts spoonable (as part-nature)
A06ES,Water-based ice creams (as part-nature)
A06ET,Fat emulsions and blended fats (as part-nature)
A06EX,Cheese (as part-nature)
A06EY,Alcoholic beverages (as part-nature)
A06EZ,Beer and beer-like beverage (as part-nature)
A06FA,Wine and wine-like drinks (as part-nature)
A06FB,Dessert wines (as part-nature)
A06FC,Liqueurs (as part-nature)
A06FD,Unsweetened spirits (as part-nature)
A06FE,Mixed alcoholic drinks (as part-nature)
A06FF,Food products for young population (as part-nature)
A06FG,Infant and follow-on formulae (as part-nature)
A06FH,Infant formulae (as part-nature)
A06FJ,Follow-on formulae (as part-nature)
A06FK,Processed cereal-based food for infants and young children (as part-nature)
A06FL,Ready-to-eat meal for infants and young children (as part-nature)
A06FM,Food for infants and children not included in regulatory categories (as part-nature)
A06FP,Products for non-standard diets (as part-nature)
A06FQ,Food for weight reduction (as part-nature)
A06FR,Food for sporting people (as part-nature)
A06FS,Dietary foods for special medical purposes (as part-nature)
A06FT,Food supplements and similar preparations (as part-nature)
A06FV,Vitamins (as part-nature)
A06FX,Miscellaneous supplements or fortifying agents (as part-nature)
A06FY,Bee-produced fortifying agents (as part-nature)
A06FZ,Dietary fibre (as part-nature)
A06GA,Phytochemicals (as part-nature)
A06GB,"Algae based fortifying agents (e.g. Spirulina, chlorella) (as part-nature)"
A06GC,Composite dishes (as part-nature)
A06GD,"Dishes, incl. Ready to eat meals (excluding soups and salads) (as part-nature)"
A06GE,"Dishes (excluding pasta or rice dishes, sandwiches and pizza) (as part-nature)"
A06GF,Potato based dishes (as part-nature)
A06GG,Legumes based dishes (as part-nature)
A06GH,Meat based dishes (as part-nature)
A06GJ,Fish and seafood based dishes (as part-nature)
A06GK,Vegetable based dishes (as part-nature)
A06GL,Egg based dishes (as part-nature)
A06GM,Mushroom based dishes (as part-nature)
A06GN,"Sandwiches, pizza and other stuffed bread-like cereal products (as part-nature)"
A06GP,Sandwich and sandwich-like dishes (as part-nature)
A06GQ,Pizza and pizza-like dishes (as part-nature)
A06GR,Finger food (as part-nature)
A06GS,Pastas and rice (or other cereal) –based dishes (as part-nature)
A06GT,Pasta-based dishes (cooked) (as part-nature)
A06GV,Rice based dishes (as part-nature)
A06GX,Soups and salads (as part-nature)
A06GY,Soups ready-to-eat (as part-nature)
A06GZ,Salads (as part-nature)
A06HA,"Seasoning, sauces and condiments (as part-nature)"
A06HB,Seasoning mixes (as part-nature)
A06HC,Savoury extracts and ingredients (as part-nature)
A06HD,Gravy ingredients (as part-nature)
A06HE,Savoury sauces (as part-nature)
A06HF,Condiments (as part-nature)
A06HG,Chutneys (as part-nature)
A06HH,Dessert sauces/toppings (as part-nature)
A06HJ,Soft drinks (as part-nature)
A06HK,Functional drink (as part-nature)
A06HM,Meat and dairy imitates (as part-nature)
A06HN,Meat imitate (as part-nature)
A06HP,Dairy imitate (as part-nature)
A06HQ,Additional characteristics
A06HR,Integral /not refined
A06HS,Sparkling
A06HT,Weak strength
A06HV,Average strength
A06HX,Strong
A06HY,"Whole/unsplit form, including artificial forms"
A06HZ,Primal cuts / fillets / halves or quarters
A06JA,"Slices, steaks or other flat cuts"
A06JB,Dices / sticks
A06JC,Fragments / granules / splinters
A06JD,Powder
A06JE,coarse paste / minced
A06JF,Paste
A06JG,Puree-type
A06JH,Tablets
A06JJ,Bars / tables
A06JK,Semisolid-semiliquid
A06JL,Liquid
A06JM,With solid particles/pieces
A06JV,Mint-chocolate flavour
A06JX,Almond flavour
A06JY,Amarena cherry flavour
A06JZ,Amaretto flavour
A06KA,Anise flavour
A06KB,Apple flavour
A06KC,Apple green flavour
A06KD,Apple red flavour
A06KE,Apricot flavour
A06KF,Apricot - peach flavour
A06KG,Artichoke flavour
A06KH,Avocado flavour
A06KJ,Bacon flavour
A06KK,Balsamic vinegar flavour
A06KL,Banana flavour
A06KM,Barbeque flavour
A06KN,Barley flavour
A06KP,Basil flavour
A06KQ,Beef flavour
A06KR,Beef soup flavour
A06KS,Berries flavour
A06KT,Bitter flavour
